GPSAltitude,GPSHeading,GPSLatitude,GPSLongitude,GPSSpeed,HorizontalAccuracy,TimeStamp,VerticalAccuracy
516.0,266.0,0.0,0.0,11.8369140625,8.0,0.0,3.0
