gpsheading,gpsaltitude,gpslatitude,verticalaccuracy,horizontalaccuracy,timestamp,gpsspeed,gpslongitude
111.0,5.0,0.0184005576042451,9.0,5.0,113.01904296875,22.6865234375,0.0124059636414131
115.0,5.0,0.0183207277991712,9.0,5.0,114.04541015625,22.7900390625,0.012635573121372
122.0,5.0,0.0182132663369003,9.0,5.0,115.05029296875,23.150390625,0.0128692019073213
122.0,5.0,0.0181422480709869,9.0,10.0,115.974609375,24.076171875,0.013011001186328
130.0,5.0,0.0179389181776485,9.0,5.0,117.00830078125,25.001953125,0.0133125602211947
133.0,5.0,0.0178085317497505,9.0,5.0,118.13330078125,25.6708984375,0.0135232920277843
131.0,5.0,0.0176606883611327,9.0,5.0,119.01025390625,26.236328125,0.0137521305927919
129.0,5.0,0.0175151090388183,9.0,5.0,120.02099609375,26.853515625,0.0139775324515767
129.0,5.0,0.0173558121125694,9.0,5.0,121.01318359375,27.57421875,0.0142220545507001
129.0,5.0,0.0171959820159202,9.0,5.0,122.01806640625,28.294921875,0.0144669200792293
129.0,5.0,0.0170364403629506,9.0,5.0,122.9970703125,28.7060546875,0.0147098149209483
129.0,5.0,0.0168710835382341,9.0,5.0,124.03466796875,28.962890625,0.0149581742352467
130.0,5.0,0.0167018654116617,9.0,5.0,124.9951171875,28.7060546875,0.0152110505107572
130.0,5.0,0.0165311693985117,9.0,5.0,126.02734375,28.19140625,0.0154622333676996
131.0,5.0,0.0163774518776804,9.0,5.0,127.0068359375,27.8310546875,0.0156854815180622
131.0,5.0,0.0162028112832004,9.0,5.0,128.029296875,28.1396484375,0.0159359681599511
131.0,5.0,0.0160369928023698,9.0,5.0,129.00830078125,28.5,0.0161704506871132
131.0,5.0,0.0158636609969278,9.0,5.0,129.9833984375,28.654296875,0.0164117301304287
131.0,5.0,0.0156899781306663,9.0,5.0,131.02880859375,28.7060546875,0.0166514787992753
132.0,5.0,0.0155147559508108,9.0,5.0,132.01611328125,28.7060546875,0.0168913114604976
132.0,5.0,0.0153385272489501,9.0,5.0,133.048828125,28.7060546875,0.0171279060162987
132.0,5.0,0.0151636612356753,9.0,5.0,134.025390625,28.7578125,0.0173641078633579
132.0,5.0,0.0149922271368652,9.0,5.0,135.0166015625,28.80859375,0.0175937386233471
132.0,5.0,0.0148087138227168,9.0,5.0,136.00439453125,29.06640625,0.0178366782103012
133.0,5.0,0.0146240480277484,9.0,5.0,137.26171875,29.3232421875,0.0180796367933453
133.0,5.0,0.0144305254703809,9.0,5.0,138.02392578125,29.529296875,0.0183324536809124
134.0,5.0,0.0142545312164585,9.0,5.0,138.9931640625,29.4775390625,0.0185612329339051
134.0,5.0,0.0140668405741593,9.0,5.0,139.99755859375,29.529296875,0.0188022233568005
134.0,5.0,0.0138819368711864,9.0,5.0,141.07470703125,29.580078125,0.0190395856745624
134.0,5.0,0.0136943271500413,9.0,5.0,141.9951171875,29.6318359375,0.0192771935825106
134.0,5.0,0.013507940851646,9.0,5.0,143.01513671875,29.529296875,0.0195104871691995
135.0,5.0,0.0133176433842763,9.0,5.0,143.9873046875,29.4775390625,0.0197467495617331
135.0,5.0,0.0131365151931177,9.0,5.0,145.017578125,29.580078125,0.019969015820223
135.0,5.0,0.0129491218449189,9.0,5.0,146.0009765625,29.7861328125,0.0201963017904489
135.0,4.0,0.0127474699559968,9.0,5.0,147.12060546875,29.9404296875,0.020439979312556
136.0,4.0,0.0125473755104437,9.0,5.0,148.0224609375,29.9921875,0.0206810125327194
136.0,4.0,0.0123559139188316,9.0,5.0,149.04345703125,29.9921875,0.0209130824492262
136.0,4.0,0.0121576892855372,9.0,5.0,149.99560546875,30.0439453125,0.0211521947288417
137.0,4.0,0.0119657567160089,9.0,5.0,151.0009765625,30.0947265625,0.0213790200176617
137.0,4.0,0.0117651098069728,9.0,5.0,152.03662109375,30.1982421875,0.0216121833456384
137.0,4.0,0.0115730378789251,9.0,5.0,153.017578125,30.30078125,0.0218328039275235
137.0,4.0,0.0113660503918637,9.0,5.0,154.01123046875,30.30078125,0.0220696234079866
137.0,4.0,0.011164843295873,9.0,5.0,155.021484375,30.2490234375,0.0222977888870445
138.0,4.0,0.0109572808247477,9.0,5.0,156.01904296875,30.2490234375,0.0225308880821586
138.0,4.0,0.0107502294606618,9.0,5.0,157.0458984375,30.4033203125,0.0227614835209379
138.0,4.0,0.0105389118617438,9.0,5.0,158.01025390625,30.5576171875,0.0229941606881567
138.0,4.0,0.0103377413474206,9.0,5.0,159.03125,30.763671875,0.0232133030627181
139.0,4.0,0.0101239170111853,9.0,5.0,160.0263671875,30.7119140625,0.0234480902590661
139.0,4.0,0.00991943818071661,9.0,5.0,160.98583984375,30.5576171875,0.0236727691768123
139.0,4.0,0.00971524695080461,9.0,5.0,161.9951171875,29.9921875,0.0238943079654774
139.0,4.0,0.00951180311788846,9.0,5.0,163.0244140625,29.0146484375,0.0241144707121634
141.0,4.0,0.00932280546695807,9.0,5.0,164.02783203125,27.3173828125,0.0243179466273204
139.0,4.0,0.00914376028009655,9.0,5.0,165.009765625,24.84765625,0.0245087087294848
139.0,4.0,0.00897832998561654,9.0,5.0,166.013671875,23.509765625,0.0246821693302905
139.0,4.0,0.00881392478041931,9.0,5.0,167.02783203125,23.97265625,0.0248536625459934
139.0,4.0,0.00864152130585438,9.0,5.0,168.001953125,25.4130859375,0.0250355383791287
139.0,4.0,0.00846470994148518,9.0,5.0,169.009765625,26.7509765625,0.0252269079639688
139.0,3.0,0.00827748151046137,9.0,5.0,170.01025390625,27.5224609375,0.0254271623400086
139.0,3.0,0.00808489487739194,9.0,5.0,170.998046875,28.037109375,0.0256328795738909
139.0,3.0,0.00789092154050052,9.0,5.0,172.02734375,28.345703125,0.0258382159993857
139.0,3.0,0.00769605694672748,9.0,5.0,173.04931640625,28.603515625,0.0260462735752184
139.0,3.0,0.00749950694672918,9.0,5.0,174.0009765625,28.7578125,0.0262564069085442
139.0,3.0,0.00730210694673161,9.0,5.0,175.0234375,28.8603515625,0.0264675402418816
139.0,3.0,0.00710412361340218,9.0,5.0,176.0029296875,28.962890625,0.0266796902418775
139.0,3.0,0.00690547361339355,9.0,5.0,177.0390625,29.06640625,0.0268931735752175
139.0,3.0,0.00670665694672578,9.0,5.0,178.0283203125,29.1171875,0.0271080069085485
