TimeStamp,x,y,z
4.29734992980957,-0.5302734375,0.4873046875,-1.021484375
4.398430109024048,0.6083984375,-0.0263671875,-0.01953125
4.49901008605957,0.349609375,0.3134765625,-0.6318359375
4.600090026855469,0.5693359375,0.8583984375,-1.822265625
4.700670003890991,0.833984375,0.1083984375,0.4677734375
4.80174994468689,0.359375,0.2626953125,0.4658203125
4.902329921722412,1.2177734375,0.158203125,-1.21875
5.00341010093689,1.0078125,0.22265625,-0.6357421875
5.103990077972412,1.1171875,0.15234375,0.326171875
5.2050700187683105,0.96484375,0.0625,-0.767578125
5.306139945983887,0.8349609375,0.603515625,-0.0224609375
5.4067299365997314,1.04296875,0.0009765625,0.67578125
5.507800102233887,0.421875,0.783203125,-0.6728515625
5.6083900928497314,1.2548828125,0.328125,-1.3525390625
5.709460020065308,0.0791015625,0.6708984375,0.1845703125
5.810050010681152,0.974609375,0.365234375,0.9970703125
5.9111199378967285,0.8564453125,0.24609375,-1.2587890625
6.011709928512573,0.1484375,1.67578125,-1.5869140625
6.1127800941467285,1.2080078125,0.33203125,-0.693359375
6.213370084762573,0.7177734375,0.3740234375,-1.1708984375
6.314440011978149,1.02734375,0.638671875,-0.3779296875
6.415030002593994,1.4833984375,-0.244140625,1.1943359375
6.51609992980957,0.73046875,0.7734375,-0.2138671875
6.616689920425415,1.19921875,0.75,-2.833984375
6.71776008605957,0.7158203125,0.552734375,-0.0947265625
6.818350076675415,0.900390625,0.6337890625,1.2548828125
6.919420003890991,0.8828125,0.724609375,0.0703125
7.020009994506836,0.9072265625,0.41796875,0.6435546875
7.121079921722412,0.732421875,0.5439453125,-1.6865234375
7.22216010093689,0.896484375,1.0537109375,-1.4921875
7.322740077972412,1.056640625,-0.0986328125,-0.068359375
7.4238200187683105,0.9296875,0.6376953125,0.3076171875
7.524410009384155,1.150390625,0.345703125,-0.4345703125
7.6254799365997314,0.619140625,0.6689453125,-1.84375
7.726069927215576,1.2080078125,1.544921875,-0.2041015625
7.8271400928497314,1.080078125,0.0283203125,0.0380859375
7.927730083465576,1.6591796875,0.2421875,0.1455078125
8.028800010681152,1.689453125,0.19140625,1.603515625
8.129390001296997,1.2578125,0.453125,0.1728515625
8.230459928512573,1.2138671875,0.2236328125,0.2900390625
8.331049919128418,1.0712890625,0.7236328125,-0.494140625
8.432120084762573,0.765625,0.734375,-0.2568359375
8.532710075378418,0.9453125,0.333984375,-0.615234375
8.633780002593994,1.767578125,-0.466796875,0.287109375
8.734369993209839,0.837890625,0.380859375,0.251953125
8.835439920425415,0.634765625,0.595703125,-0.326171875
8.93651008605957,0.8779296875,0.4755859375,0.251953125
9.037100076675415,0.7568359375,0.224609375,-0.234375
9.138170003890991,0.4931640625,0.4658203125,-0.1513671875
9.238759994506836,0.546875,0.56640625,-0.3583984375
9.339829921722412,0.978515625,0.1533203125,-0.0673828125
9.440419912338257,0.484375,0.4931640625,-1.5224609375
9.541490077972412,0.703125,0.3505859375,-0.255859375
9.642080068588257,0.72265625,0.4091796875,-0.45703125
9.743160009384155,0.80078125,0.119140625,-0.1474609375
9.843739986419678,0.802734375,0.1162109375,0.109375
9.944819927215576,0.8828125,0.345703125,-0.197265625
10.045399904251099,0.435546875,0.33203125,-0.544921875
10.146480083465576,1.302734375,0.5380859375,-0.21484375
10.247060060501099,-0.0595703125,0.2939453125,0.5068359375
10.348140001296997,0.2421875,0.748046875,-2.3056640625
10.44871997833252,-0.203125,0.150390625,-0.0908203125
10.549799919128418,2.6748046875,-0.6328125,-3.83984375
10.650870084762573,1.14453125,-0.240234375,-3.2373046875
10.751460075378418,0.9892578125,1.26953125,0.796875
10.852530002593994,0.31640625,-0.548828125,-1.01953125
10.953119993209839,0.9013671875,0.640625,-0.6474609375
11.054189920425415,0.8310546875,-0.1279296875,0.4892578125
11.15477991104126,0.650390625,0.4677734375,-0.30859375
11.255850076675415,0.755859375,0.3896484375,0.162109375
11.35644006729126,0.716796875,0.1884765625,0.1064453125
11.457509994506836,0.6123046875,0.0693359375,-0.541015625
11.55809998512268,1.01953125,-0.001953125,0.9462890625
11.659169912338257,0.5302734375,0.369140625,-0.55078125
11.759759902954102,0.7705078125,0.427734375,-1.087890625
11.860830068588257,0.828125,0.5263671875,-0.9326171875
11.961420059204102,0.9501953125,0.4404296875,-0.330078125
12.062489986419678,0.8681640625,0.634765625,0.126953125
12.163079977035522,1.111328125,0.462890625,0.6396484375
12.264149904251099,0.912109375,0.490234375,-0.150390625
12.365230083465576,1.412109375,0.599609375,1.1298828125
12.465810060501099,1.1533203125,-0.5166015625,-0.66015625
12.566890001296997,1.2412109375,1.3818359375,-1.8671875
12.66746997833252,1.3154296875,0.921875,-1.0576171875
12.768549919128418,0.4970703125,0.2744140625,-1.2529296875
12.86912989616394,1.1552734375,1.083984375,-0.3955078125
12.970210075378418,1.8759765625,1.5810546875,-0.939453125
13.07079005241394,2.6533203125,-0.66015625,1.37890625
13.171869993209839,1.228515625,-0.0361328125,-0.8662109375
13.272449970245361,1.58984375,0.7041015625,0.076171875
13.37352991104126,0.9453125,0.869140625,-1.248046875
13.474110126495361,1.5185546875,0.5556640625,0.298828125
13.57519006729126,1.1552734375,0.2685546875,-0.8251953125
13.675770044326782,1.1630859375,0.8046875,-0.421875
13.77684998512268,1.4501953125,0.7529296875,-1.0654296875
13.877429962158203,1.9580078125,0.361328125,-0.6455078125
13.978509902954102,0.826171875,1.0302734375,-1.5
14.079580068588257,1.52734375,0.4521484375,-0.298828125
14.180170059204102,1.724609375,0.87109375,-0.6044921875
14.281239986419678,1.9931640625,0.5810546875,-1.2451171875
14.381829977035522,1.7255859375,0.6728515625,0.201171875
14.482899904251099,1.40625,0.0771484375,-1.208984375
14.583489894866943,1.4560546875,0.423828125,-0.4228515625
14.684560060501099,0.8681640625,0.5107421875,-0.0283203125
14.785150051116943,0.86328125,0.439453125,-1.2060546875
14.88621997833252,1.4580078125,1.1201171875,0.685546875
14.986809968948364,1.630859375,0.49609375,-0.416015625
15.08787989616394,1.724609375,0.65234375,-0.7841796875
15.188470125198364,1.8466796875,0.5439453125,-0.3623046875
15.28954005241394,1.6591796875,0.6630859375,-0.498046875
15.390130043029785,2.0615234375,0.544921875,-0.6552734375
15.491199970245361,1.77734375,0.8154296875,-0.4921875
15.591789960861206,1.5185546875,1.1279296875,-1.0634765625
15.692860126495361,1.8134765625,0.654296875,-1.470703125
15.793450117111206,1.728515625,0.9765625,-0.2119140625
15.894520044326782,1.8359375,0.4052734375,-0.8134765625
15.99559998512268,1.9296875,0.6474609375,-0.5283203125
16.096179962158203,1.6669921875,0.6767578125,-0.2490234375
16.1972599029541,1.705078125,0.3447265625,-0.0791015625
16.297840118408203,1.8359375,0.6904296875,-0.5439453125
16.3989200592041,1.6416015625,0.654296875,0.0654296875
16.499500036239624,1.212890625,1.068359375,-0.4267578125
16.600579977035522,2.1044921875,0.2578125,0.5546875
16.701159954071045,1.3837890625,0.61328125,-2.1708984375
16.802239894866943,0.8564453125,1.849609375,0.740234375
16.902820110321045,2.55078125,0.1611328125,-0.318359375
17.003900051116943,1.84765625,-0.29296875,-0.150390625
17.104480028152466,1.7890625,1.2763671875,-0.8427734375
17.205559968948364,2.6123046875,1.4130859375,0.357421875
17.306139945983887,2.048828125,-0.0107421875,-1.6171875
17.407220125198364,2.2841796875,1.61328125,-0.3759765625
17.507800102233887,2.0615234375,0.8994140625,-0.4892578125
17.608880043029785,2.7568359375,0.4013671875,-1.2392578125
17.70994997024536,1.8701171875,1.1953125,-0.212890625
17.810539960861206,2.462890625,0.658203125,-1.05078125
17.91161012649536,2.58984375,0.7353515625,-0.8349609375
18.012200117111206,2.4052734375,1.2548828125,-0.1103515625
18.113270044326782,2.40234375,0.921875,-0.5322265625
18.213860034942627,1.84765625,0.5673828125,-0.58203125
18.314929962158203,1.5478515625,0.2060546875,-0.03125
18.415519952774048,0.9140625,0.904296875,-0.1484375
18.516590118408203,1.283203125,0.365234375,-0.6064453125
18.617180109024048,1.3544921875,-0.1435546875,0.087890625
18.718250036239624,1.3935546875,0.96875,-1.4140625
18.81884002685547,1.890625,0.6923828125,-1.35546875
18.919909954071045,1.7353515625,-0.09765625,-0.4560546875
19.02049994468689,1.4228515625,0.3798828125,0.21484375
19.121570110321045,1.25390625,1.41796875,-0.9169921875
19.22216010093689,1.255859375,0.1484375,-1.1845703125
19.323230028152466,1.5146484375,0.2939453125,-0.4326171875
19.42382001876831,1.138671875,0.5556640625,0.1904296875
19.524889945983887,1.330078125,0.7109375,-0.072265625
19.625970125198364,1.0966796875,0.2373046875,-0.6904296875
19.726550102233887,1.384765625,0.30859375,-0.5166015625
19.827630043029785,1.0517578125,0.6201171875,-0.4833984375
19.928210020065308,1.2958984375,0.44921875,-0.40234375
20.029289960861206,1.2509765625,0.3740234375,-0.64453125
20.12986993789673,1.46484375,0.4892578125,-0.19921875
20.230950117111206,1.37890625,0.48046875,-0.64453125
20.33153009414673,1.3583984375,0.9140625,-0.2138671875
20.432610034942627,1.4755859375,0.45703125,-0.1953125
20.53319001197815,1.4306640625,0.3017578125,-0.482421875
20.634269952774048,1.44140625,0.638671875,-0.4033203125
20.73484992980957,1.37109375,0.5263671875,-0.4013671875
20.835930109024048,1.1904296875,0.4853515625,-0.2392578125
20.93651008605957,0.83984375,0.208984375,-0.296875
21.03759002685547,0.56640625,0.375,-0.2529296875
21.13817000389099,0.2470703125,0.0771484375,-0.1611328125
21.23924994468689,-0.0517578125,0.03515625,-0.181640625
21.340320110321045,-0.033203125,-0.06640625,0.01171875
21.44091010093689,-0.2529296875,-0.1298828125,-0.1376953125
21.541980028152466,-0.2021484375,0.05859375,0.0517578125
21.64257001876831,-0.2431640625,-0.244140625,-0.0458984375
21.743639945983887,-0.44921875,-0.095703125,0.0185546875
21.84422993659973,-0.462890625,-0.1015625,-0.0126953125
21.945300102233887,-0.4931640625,-0.234375,-0.0478515625
22.04589009284973,-0.4921875,-0.12890625,-0.087890625
22.146960020065308,-0.5234375,-0.125,0.12890625
22.247550010681152,-0.94921875,-0.291015625,0.1796875
22.34861993789673,-0.5791015625,-0.3388671875,0.1279296875
22.449209928512573,-0.482421875,-0.2548828125,-0.326171875
22.55028009414673,-0.7373046875,-0.369140625,0.529296875
22.650870084762573,-0.9169921875,-0.2880859375,0.5556640625
22.75194001197815,-0.68359375,-0.505859375,0.3408203125
22.852530002593994,-0.8720703125,-0.451171875,0.0888671875
22.95359992980957,-0.8505859375,-0.2041015625,-0.0009765625
23.054189920425415,-0.966796875,-0.142578125,0.2734375
23.15526008605957,-0.884765625,-0.5517578125,0.0029296875
23.25634002685547,-1.0810546875,-0.3857421875,0.1513671875
23.35692000389099,-1.1455078125,-0.6318359375,0.0595703125
23.45799994468689,-1.5986328125,-0.6416015625,0.06640625
23.558579921722412,-1.515625,-0.5986328125,0.1005859375
23.65966010093689,-1.64453125,-0.83203125,0.1123046875
23.760240077972412,-1.7421875,-0.80078125,0.1806640625
23.86132001876831,-1.9453125,-0.884765625,0.2431640625
23.961910009384155,-1.9375,-0.78515625,0.3251953125
24.06297993659973,-1.8896484375,-0.9384765625,0.20703125
24.163569927215576,-2.1005859375,-0.779296875,0.306640625
24.26464009284973,-1.9658203125,-0.861328125,0.330078125
24.365230083465576,-1.87109375,-0.9970703125,0.2822265625
24.466300010681152,-1.794921875,-0.5849609375,0.251953125
24.566890001296997,-1.119140625,-0.4736328125,-0.0986328125
24.667959928512573,-0.9873046875,-0.330078125,-0.0732421875
24.768549919128418,-0.6533203125,-0.45703125,0.4921875
24.869620084762573,-0.6025390625,-0.3515625,-0.333984375
24.97069001197815,-0.4970703125,-0.142578125,0.3994140625
25.071280002593994,-0.75,-0.4638671875,-0.9765625
25.17234992980957,-1.119140625,0.478515625,0.361328125
25.272939920425415,-0.623046875,-2.1982421875,0.296875
25.37401008605957,-1.76171875,0.197265625,-0.3681640625
25.474600076675415,-1.3447265625,-0.5009765625,0.685546875
25.57567000389099,-1.677734375,-0.7197265625,0.2685546875
25.676259994506836,-1.5322265625,-0.9130859375,0.474609375
25.777329921722412,-1.58984375,-1.2080078125,0.66796875
25.877919912338257,-2.55078125,-0.541015625,0.71875
25.978990077972412,-1.2041015625,-1.416015625,0.2802734375
26.079580068588257,-2.193359375,-0.6337890625,0.099609375
26.180660009384155,-1.5771484375,-0.7314453125,-0.2724609375
26.281239986419678,-1.9892578125,-0.681640625,0.7236328125
26.382319927215576,-1.4951171875,-1.1298828125,0.7255859375
26.4828999042511,-1.890625,0.1650390625,0.1064453125
26.583980083465576,-1.2041015625,-1.470703125,-0.3056640625
26.6845600605011,-1.8486328125,-0.50390625,-0.27734375
26.785640001296997,-1.560546875,-0.7509765625,0.1298828125
26.886709928512573,-1.77734375,-0.6279296875,0.388671875
26.987299919128418,-1.6826171875,-0.94140625,0.251953125
27.088370084762573,-1.763671875,-0.51953125,0.4794921875
27.188960075378418,-1.3828125,-0.8291015625,-0.21484375
27.290030002593994,-1.015625,-0.1884765625,0.2236328125
27.39061999320984,-1.8017578125,-0.556640625,0.3916015625
27.491689920425415,-1.6748046875,-0.7646484375,0.1015625
27.59227991104126,-1.8203125,-0.0107421875,-1.6494140625
27.693350076675415,-0.7841796875,-0.7822265625,0.1455078125
27.79394006729126,-1.4189453125,-0.30078125,0.0966796875
27.895009994506836,-0.982421875,-0.33984375,0.0380859375
27.99559998512268,-0.7177734375,-1.1015625,-0.6796875
28.096669912338257,-1.158203125,0.3486328125,0.0673828125
28.1972599029541,-1.1201171875,-0.71875,0.4384765625
28.298330068588257,-0.7919921875,-0.6357421875,0.17578125
28.3989200592041,-1.2451171875,-0.2138671875,-0.1171875
28.499989986419678,-1.255859375,-0.3134765625,-0.3564453125
28.600579977035522,-0.9677734375,-0.5302734375,0.037109375
28.7016499042511,-1.1533203125,-0.6513671875,0.02734375
28.802730083465576,-0.984375,-0.349609375,1.0859375
28.9033100605011,-1.3466796875,0.759765625,-2.2978515625
29.004390001296997,0.0263671875,-0.34765625,-2.025390625
29.10496997833252,-0.857421875,-0.5048828125,-0.439453125
29.206049919128418,-2.556640625,0.9248046875,-1.966796875
29.30662989616394,-1.009765625,-0.5185546875,-0.1396484375
29.407710075378418,-1.4013671875,-0.74609375,0.8203125
29.50829005241394,-0.97265625,-0.3623046875,-0.474609375
29.60936999320984,-0.939453125,-0.3349609375,1.0048828125
29.70994997024536,-1.2998046875,-0.64453125,0.60546875
29.81102991104126,-0.947265625,-0.4912109375,-0.134765625
29.91161012649536,-1.1767578125,-0.34765625,0.4345703125
30.01269006729126,-0.853515625,-0.9716796875,0.794921875
30.113270044326782,-1.4423828125,-0.1015625,0.0927734375
30.21434998512268,-1.2763671875,0.1572265625,0.6142578125
30.314929962158203,-1.0283203125,-1.0703125,0.310546875
30.4160099029541,-0.0966796875,-1.0107421875,0.9921875
30.516590118408203,-0.96875,-0.5546875,-0.0693359375
30.6176700592041,-0.046875,-0.8427734375,-0.7265625
30.718739986419678,-1.6923828125,0.0390625,-1.921875
30.819329977035522,-0.8701171875,-0.5703125,1.1025390625
30.9203999042511,-1.4189453125,-0.697265625,1.27734375
31.020989894866943,-1.55859375,-0.4716796875,-0.72265625
31.1220600605011,-0.662109375,-0.5634765625,0.384765625
31.222650051116943,-2.09765625,0.1689453125,0.9599609375
31.32371997833252,0.087890625,-0.6162109375,0.4990234375
31.424309968948364,-0.8994140625,-0.87109375,-1.638671875
31.52537989616394,-1.2578125,0.4599609375,0.66015625
31.625970125198364,0.01953125,-1.982421875,-2.8896484375
31.72704005241394,-1.14453125,1.232421875,-0.484375
31.827630043029785,-1.0830078125,0.2744140625,0.7177734375
31.92869997024536,-0.26953125,-0.9658203125,-0.0283203125
32.029289960861206,-0.3994140625,-0.0751953125,-0.58984375
32.13036012649536,-0.3310546875,0.15625,-0.455078125
32.230950117111206,-0.1494140625,-0.6455078125,-0.0830078125
32.33202004432678,-0.9384765625,-0.1572265625,0.1787109375
32.43261003494263,-0.7431640625,-0.0576171875,-0.0458984375
32.5336799621582,-0.3369140625,-0.158203125,0.3408203125
32.6347599029541,-0.447265625,-0.5419921875,0.6044921875
32.7353401184082,-0.6240234375,-0.0029296875,0.369140625
32.8364200592041,-0.421875,0.04296875,0.5205078125
32.937000036239624,-0.3984375,-0.376953125,0.17578125
33.03807997703552,-0.7177734375,-0.046875,-0.4208984375
33.138659954071045,-0.466796875,0.0205078125,-0.6357421875
33.23973989486694,-0.279296875,-0.3818359375,0.1416015625
33.340320110321045,-0.2041015625,-0.1953125,-0.390625
33.44140005111694,0.294921875,-0.1357421875,-0.5751953125
33.541980028152466,0.759765625,-0.1591796875,0.45703125
33.643059968948364,0.0615234375,0.5673828125,0.2099609375
33.74363994598389,0.2666015625,0.669921875,-0.171875
33.844720125198364,0.197265625,0.263671875,-0.171875
33.94530010223389,0.7822265625,0.0263671875,-0.1845703125
34.046380043029785,0.833984375,0.111328125,-0.0107421875
34.14696002006531,0.701171875,0.4951171875,0.1728515625
34.248039960861206,0.6376953125,0.2314453125,-0.013671875
34.34861993789673,0.7431640625,0.27734375,-0.0087890625
34.449700117111206,0.3095703125,0.2421875,-0.1142578125
34.55077004432678,0.4658203125,0.5302734375,-0.126953125
34.65136003494263,0.517578125,0.3720703125,-0.1787109375
34.7524299621582,0.4638671875,0.224609375,-0.294921875
34.85301995277405,0.380859375,0.513671875,-0.5888671875
34.9540901184082,0.9287109375,0.529296875,0.2412109375
35.05468010902405,0.4072265625,0.24609375,-0.3603515625
35.155750036239624,0.693359375,0.3369140625,0.0146484375
35.25634002685547,0.66015625,0.45703125,-0.3115234375
35.357409954071045,0.654296875,0.263671875,0.076171875
35.45799994468689,0.359375,0.3427734375,-0.505859375
35.559070110321045,0.8330078125,0.5927734375,-0.140625
35.65966010093689,0.482421875,0.46875,-0.8759765625
35.760730028152466,0.84765625,0.5673828125,-0.35546875
35.86132001876831,0.6484375,0.4951171875,-0.7939453125
35.96238994598389,0.884765625,0.6513671875,0.6025390625
36.06297993659973,0.80078125,0.3349609375,-0.919921875
36.16405010223389,0.775390625,0.8212890625,-0.7158203125
36.26464009284973,0.69921875,0.2734375,-0.3134765625
36.36571002006531,0.6064453125,0.2802734375,-0.71484375
36.466789960861206,0.607421875,0.478515625,0.1123046875
36.56736993789673,0.4609375,0.2900390625,0.2431640625
36.668450117111206,0.4990234375,0.2197265625,-0.732421875
36.76903009414673,0.376953125,0.369140625,0.0966796875
36.87011003494263,0.625,0.2626953125,-0.1689453125
36.97069001197815,0.5146484375,0.3740234375,-0.4208984375
37.07176995277405,0.501953125,0.521484375,-0.5185546875
37.17234992980957,0.728515625,0.5087890625,-0.3896484375
37.27343010902405,0.5234375,0.0537109375,-0.3525390625
37.37401008605957,0.423828125,0.2158203125,0.0869140625
37.47509002685547,0.80859375,0.0517578125,-0.1318359375
37.57567000389099,0.4521484375,0.310546875,-0.306640625
37.67674994468689,0.5576171875,0.2314453125,-0.287109375
37.77732992172241,0.7109375,-0.1806640625,-0.2060546875
37.87841010093689,0.294921875,0.46875,-0.203125
37.97899007797241,0.736328125,-0.1337890625,-0.5517578125
38.08007001876831,0.8525390625,-0.2119140625,0.150390625
38.180660009384155,-0.1279296875,-0.2509765625,-0.1279296875
38.28172993659973,0.6591796875,0.2568359375,-0.3974609375
38.38280010223389,0.25,0.1083984375,-0.6435546875
38.48339009284973,0.478515625,0.109375,-0.3232421875
38.58446002006531,0.3671875,0.025390625,-0.3037109375
38.68505001068115,0.3740234375,-0.1162109375,-0.279296875
38.78611993789673,0.16015625,-0.2919921875,0.4677734375
38.88670992851257,0.29296875,0.11328125,0.5859375
38.98778009414673,0.35546875,-0.029296875,-0.1455078125
39.08837008476257,0.525390625,-0.1240234375,-0.689453125
39.18944001197815,0.103515625,0.3544921875,-0.1484375
39.290030002593994,0.068359375,0.0712890625,-0.20703125
39.39109992980957,0.1376953125,0.2578125,0.4248046875
39.491689920425415,0.3427734375,0.19140625,-0.076171875
39.59276008605957,0.388671875,0.24609375,-0.359375
39.693350076675415,1.0703125,0.7001953125,-0.0830078125
39.79442000389099,0.955078125,0.2724609375,-1.3349609375
39.895009994506836,0.6083984375,0.4052734375,-0.1591796875
39.99607992172241,0.4931640625,0.3134765625,-0.3388671875
40.09666991233826,0.8134765625,-0.025390625,0.53515625
40.19774007797241,0.1748046875,0.0771484375,-0.5234375
40.29833006858826,0.84375,0.3515625,0.5732421875
40.399410009384155,0.1748046875,0.50390625,-0.7568359375
40.50047993659973,0.4951171875,0.4765625,-1.0537109375
40.601069927215576,0.7890625,0.5283203125,-0.56640625
40.70214009284973,0.62890625,-0.0634765625,-0.8056640625
40.802730083465576,1.3408203125,0.58203125,0.78125
40.90380001068115,0.84765625,-0.1513671875,-0.857421875
41.004390001297,1.1123046875,0.634765625,0.5869140625
41.10545992851257,0.92578125,0.0322265625,-0.37890625
41.20604991912842,0.783203125,0.4970703125,-0.21484375
41.30712008476257,0.814453125,0.50390625,-0.115234375
41.40771007537842,0.8544921875,0.66796875,-1.060546875
41.508780002593994,0.6875,0.876953125,-0.7373046875
41.60936999320984,0.7919921875,0.4111328125,-0.482421875
41.710439920425415,0.4609375,0.103515625,-0.4443359375
41.81102991104126,0.2880859375,0.6474609375,-0.2802734375
41.912100076675415,0.3994140625,-0.345703125,-0.244140625
42.01269006729126,0.5078125,0.3505859375,0.9619140625
42.113759994506836,-0.390625,0.5283203125,-0.390625
42.21434998512268,0.787109375,0.2841796875,-0.234375
42.31541991233826,0.859375,-0.06640625,0.3466796875
42.41649007797241,0.2685546875,0.208984375,-0.4755859375
42.51708006858826,0.1884765625,0.18359375,-0.0185546875
42.618160009384155,0.1572265625,-0.404296875,0.8798828125
42.71873998641968,-0.318359375,-0.6181640625,0.0751953125
42.819819927215576,-0.5078125,0.6630859375,-0.052734375
42.9203999042511,1.134765625,0.732421875,0.052734375
43.021480083465576,-0.140625,0.19140625,-1.240234375
43.1220600605011,0.921875,-0.630859375,-0.25390625
43.223140001297,-0.298828125,0.51953125,-0.03125
43.32371997833252,-0.009765625,0.4775390625,0.0986328125
43.42479991912842,0.0478515625,0.259765625,-0.263671875
43.52537989616394,-0.1806640625,-0.2421875,-0.650390625
43.62646007537842,-0.0810546875,0.271484375,0.2685546875
43.72704005241394,-0.056640625,-0.48046875,-0.384765625
43.82811999320984,-0.1416015625,-0.1953125,0.166015625
43.92869997024536,0.0126953125,-0.130859375,1.0283203125
44.02977991104126,-0.275390625,-0.451171875,0.1865234375
44.13036012649536,-0.0703125,0.240234375,0.1826171875
44.23144006729126,-0.138671875,0.044921875,-0.45703125
44.332509994506836,0.041015625,0.228515625,-0.46484375
44.43309998512268,-0.0673828125,0.2724609375,-0.01953125
44.53416991233826,0.26953125,0.0908203125,-0.29296875
44.6347599029541,-0.0390625,0.0146484375,-0.4560546875
44.73583006858826,-0.2041015625,-0.0263671875,0.326171875
44.8364200592041,0.2578125,0.248046875,-0.0146484375
44.93748998641968,0.1591796875,-0.1884765625,-0.3583984375
45.03807997703552,-0.1220703125,-0.234375,-0.048828125
45.1391499042511,0.0302734375,-0.01171875,0.6376953125
45.23973989486694,1.5341796875,0.6962890625,-0.6826171875
45.3408100605011,0.1376953125,0.9296875,-2.48828125
45.44140005111694,0.09765625,-0.361328125,-0.447265625
45.54246997833252,0.5498046875,-0.6708984375,1.607421875
45.643059968948364,-0.58203125,-0.228515625,0.095703125
45.74412989616394,0.384765625,-0.2275390625,0.3828125
45.844720125198364,0.3291015625,0.0283203125,-0.115234375
45.94579005241394,0.30078125,-0.080078125,-0.1728515625
46.04686999320984,-0.0673828125,0.3515625,-0.0791015625
46.14744997024536,0.380859375,-0.0224609375,0.0673828125
46.24852991104126,0.22265625,-0.4716796875,0.1318359375
46.34911012649536,-0.001953125,0.1025390625,0.427734375
46.45019006729126,0.169921875,0.244140625,-0.2646484375
46.55077004432678,0.3583984375,0.287109375,0.0283203125
46.65184998512268,0.1240234375,0.0966796875,-0.3173828125
46.7524299621582,0.0380859375,0.6435546875,0.0859375
46.8535099029541,0.0537109375,0.603515625,-0.73828125
46.9540901184082,0.2080078125,0.185546875,-1.0703125
47.0551700592041,0.171875,0.5537109375,-0.8681640625
47.155750036239624,0.2900390625,0.486328125,0.2890625
47.25682997703552,0.4521484375,-0.09375,0.0732421875
47.357409954071045,0.666015625,-0.3544921875,-0.0908203125
47.45848989486694,0.04296875,0.8203125,0.44140625
47.559070110321045,0.7958984375,0.3818359375,0.22265625
47.66015005111694,0.2216796875,0.1455078125,-0.654296875
47.760730028152466,0.904296875,-0.1240234375,-0.697265625
47.861809968948364,0.3486328125,0.5361328125,-0.4892578125
47.96287989616394,0.509765625,0.19140625,-0.2138671875
48.063470125198364,0.8427734375,0.0361328125,0.642578125
48.16454005241394,0.2255859375,-0.53125,0.4453125
48.265130043029785,0.392578125,-0.4755859375,0.228515625
48.36619997024536,0.447265625,0.931640625,-0.08984375
48.466789960861206,0.55859375,0.2705078125,-0.3330078125
