timestamp,qy,qz,qx
0.52783203125,-0.015472412109375,0.0,-0.415786743164062
0.63818359375,-0.0125274658203125,0.0,-0.413681030273437
0.7490234375,-0.0070953369140625,0.001800537109375,-0.412506103515625
0.859375,-0.013580322265625,-0.001190185546875,-0.412841796875
0.97021484375,-0.014801025390625,-0.0013885498046875,-0.4134521484375
1.08056640625,-0.0140838623046875,-0.000762939453125,-0.414016723632812
1.19140625,-0.012786865234375,-0.0001220703125,-0.413711547851562
1.3017578125,-0.0117950439453125,-3.0517578125e-05,-0.4129638671875
1.412109375,-0.0128173828125,-0.0010986328125,-0.412811279296875
1.52294921875,-0.013641357421875,-0.002166748046875,-0.413375854492187
1.63330078125,-0.0143585205078125,-0.0032806396484375,-0.413162231445312
1.744140625,-0.0142822265625,-0.0042266845703125,-0.412521362304687
1.8544921875,-0.01483154296875,-0.00531005859375,-0.412612915039062
1.96533203125,-0.0145111083984375,-0.00604248046875,-0.4127197265625
2.07568359375,-0.0139007568359375,-0.006561279296875,-0.412857055664062
2.1865234375,-0.013458251953125,-0.00701904296875,-0.41290283203125
2.296875,-0.0128631591796875,-0.0072784423828125,-0.41253662109375
2.4072265625,-0.0121002197265625,-0.007232666015625,-0.412857055664062
2.51806640625,-0.01214599609375,-0.007537841796875,-0.413482666015625
2.62841796875,-0.01165771484375,-0.0074615478515625,-0.413238525390625
2.7392578125,-0.0106964111328125,-0.006866455078125,-0.412628173828125
2.849609375,-0.0096435546875,-0.0059814453125,-0.412322998046875
2.96044921875,-0.0089874267578125,-0.0052032470703125,-0.4130859375
3.07080078125,-0.0087738037109375,-0.0046844482421875,-0.413436889648437
3.18115234375,-0.0084381103515625,-0.0040130615234375,-0.412857055664062
3.2919921875,-0.0086212158203125,-0.0033721923828125,-0.4124755859375
3.40234375,-0.0085601806640625,-0.0025787353515625,-0.412887573242187
3.51318359375,-0.0085601806640625,-0.001861572265625,-0.4132080078125
3.62353515625,-0.008514404296875,-0.00115966796875,-0.412628173828125
3.734375,-0.0084686279296875,-0.00048828125,-0.412353515625
3.8447265625,-0.0086517333984375,-6.103515625e-05,-0.412734985351562
3.95556640625,-0.009124755859375,0.000152587890625,-0.413177490234375
4.06591796875,-0.009307861328125,0.0005035400390625,-0.41357421875
4.17626953125,-0.0095367431640625,0.000640869140625,-0.413619995117187
4.287109375,-0.0098876953125,0.00054931640625,-0.413406372070312
4.3974609375,-0.01019287109375,0.0004119873046875,-0.4124755859375
4.50830078125,-0.0104522705078125,0.00030517578125,-0.413360595703125
4.61865234375,-0.01092529296875,4.57763671875e-05,-0.414627075195312
4.7294921875,-0.010955810546875,-1.52587890625e-05,-0.4144287109375
4.83984375,-0.0106964111328125,0.000213623046875,-0.414031982421875
4.9501953125,-0.0102996826171875,0.00048828125,-0.414840698242187
5.06103515625,-0.009246826171875,0.0010833740234375,-0.415786743164062
5.17138671875,-0.0084228515625,0.001373291015625,-0.41552734375
5.2822265625,-0.0081024169921875,0.001495361328125,-0.414932250976562
5.392578125,-0.0080413818359375,0.001495361328125,-0.41552734375
5.50341796875,-0.00811767578125,0.0016021728515625,-0.416107177734375
5.61376953125,-0.0083465576171875,0.0013580322265625,-0.415878295898437
5.724609375,-0.00848388671875,0.0012359619140625,-0.415328979492187
5.8349609375,-0.0080718994140625,0.0015106201171875,-0.41485595703125
5.9453125,-0.0084075927734375,0.0012054443359375,-0.416122436523437
6.05615234375,-0.0086822509765625,0.0011444091796875,-0.417129516601562
6.16650390625,-0.008941650390625,0.0008087158203125,-0.416030883789062
6.27734375,-0.00946044921875,0.000457763671875,-0.415725708007812
6.3876953125,-0.009368896484375,0.00054931640625,-0.415863037109375
6.49853515625,-0.00933837890625,0.00048828125,-0.415939331054687
6.60888671875,-0.0092315673828125,0.0004425048828125,-0.416580200195312
6.7197265625,-0.00927734375,0.0004119873046875,-0.416732788085937
6.830078125,-0.009490966796875,0.0002593994140625,-0.416336059570312
6.9404296875,-0.009674072265625,1.52587890625e-05,-0.416397094726562
7.05126953125,-0.0098876953125,-0.0001373291015625,-0.416549682617187
