timestamp,my,mx,mz
0.52392578125,-66.443359375,-183.13671875,-235.896484375
0.63330078125,-66.4990234375,-183.837890625,-236.146484375
0.74267578125,-66.6591796875,-183.3125,-235.9248046875
0.85205078125,-66.775390625,-184.1044921875,-237.3251953125
0.9609375,-67.4296875,-183.3779296875,-236.4228515625
1.0703125,-66.9716796875,-183.296875,-236.3642578125
1.1796875,-67.2109375,-182.8955078125,-236.3642578125
1.2890625,-67.0400390625,-183.060546875,-236.64453125
1.39794921875,-67.525390625,-182.876953125,-236.9677734375
1.50732421875,-66.7412109375,-183.734375,-236.7265625
1.61669921875,-66.8037109375,-182.9375,-236.482421875
1.72607421875,-66.76953125,-183.505859375,-237.603515625
1.83544921875,-67.1962890625,-183.5751953125,-236.7412109375
1.9443359375,-67.171875,-183.20703125,-236.560546875
2.0537109375,-67.2890625,-183.123046875,-236.7353515625
2.1630859375,-67.326171875,-182.34375,-236.5947265625
2.2724609375,-67.478515625,-183.45703125,-237.2060546875
2.38134765625,-67.43359375,-182.759765625,-236.375
2.49072265625,-67.4169921875,-183.1669921875,-236.5927734375
2.60009765625,-66.9140625,-182.7841796875,-236.4111328125
2.70947265625,-67.150390625,-183.3759765625,-237.052734375
2.81884765625,-67.986328125,-182.7138671875,-236.59375
2.927734375,-67.2099609375,-182.9326171875,-236.455078125
3.037109375,-67.158203125,-183.0166015625,-236.1845703125
3.146484375,-67.22265625,-183.18359375,-237.189453125
3.255859375,-67.9306640625,-182.47265625,-236.873046875
3.36474609375,-67.1962890625,-183.2373046875,-236.59375
3.47412109375,-66.857421875,-182.912109375,-236.03515625
3.58349609375,-67.1953125,-183.314453125,-236.513671875
3.69287109375,-67.6513671875,-182.9462890625,-236.439453125
3.80224609375,-67.51171875,-182.8935546875,-236.24609375
3.9111328125,-67.41796875,-183.0087890625,-236.28515625
4.0205078125,-67.203125,-183.02734375,-236.3662109375
4.1298828125,-67.0048828125,-183.2529296875,-237.1318359375
4.2392578125,-66.8779296875,-182.927734375,-236.73828125
4.3486328125,-67.1396484375,-183.2119140625,-236.732421875
4.45751953125,-66.32421875,-182.83984375,-236.3232421875
4.56689453125,-67.0615234375,-183.9248046875,-236.931640625
4.67626953125,-67.451171875,-183.1611328125,-237.015625
4.78564453125,-67.453125,-183.19140625,-236.7783203125
4.89453125,-66.716796875,-183.2978515625,-236.43359375
5.00390625,-67.0068359375,-183.3203125,-236.9921875
5.11328125,-67.4443359375,-183.052734375,-236.37890625
5.22265625,-67.490234375,-182.7119140625,-237.078125
5.33203125,-67.1015625,-182.8408203125,-236.15234375
5.44091796875,-67.2431640625,-182.5751953125,-236.703125
5.55029296875,-67.8193359375,-182.806640625,-236.611328125
5.65966796875,-67.837890625,-182.8642578125,-236.69921875
5.76904296875,-67.806640625,-182.9208984375,-236.1103515625
5.8779296875,-67.138671875,-183.2470703125,-236.6005859375
5.9873046875,-67.1220703125,-182.7666015625,-236.939453125
6.0966796875,-67.251953125,-182.7666015625,-236.466796875
6.2060546875,-67.603515625,-182.5849609375,-236.21484375
6.3154296875,-66.65234375,-183.009765625,-236.205078125
6.42431640625,-67.0732421875,-182.875,-236.5458984375
6.53369140625,-67.1240234375,-183.2744140625,-236.712890625
6.64306640625,-67.1396484375,-182.904296875,-236.7822265625
6.75244140625,-67.013671875,-182.916015625,-235.4541015625
6.861328125,-67.076171875,-183.1630859375,-236.4365234375
6.970703125,-66.859375,-183.2197265625,-235.876953125
7.080078125,-66.8603515625,-183.390625,-236.7880859375
7.189453125,-67.0048828125,-183.1318359375,-235.90234375
7.298828125,-67.16796875,-183.84765625,-236.3037109375
7.40771484375,-67.16796875,-182.896484375,-236.521484375
7.51708984375,-67.0205078125,-183.3564453125,-236.5625
7.62646484375,-67.03515625,-182.49609375,-236.4501953125
7.73583984375,-67.158203125,-182.9140625,-236.076171875
7.8447265625,-66.8740234375,-182.07421875,-236.646484375
7.9541015625,-66.8837890625,-183.5283203125,-236.962890625
8.0634765625,-66.8349609375,-182.90234375,-236.9189453125
8.1728515625,-67.0908203125,-183.1875,-236.2822265625
8.2822265625,-66.720703125,-183.0361328125,-236.5087890625
8.39111328125,-66.48828125,-183.541015625,-236.4599609375
8.50048828125,-67.1787109375,-183.5302734375,-236.5478515625
8.60986328125,-66.8642578125,-182.91015625,-236.0732421875
8.71923828125,-66.994140625,-182.8525390625,-236.185546875
8.828125,-66.5166015625,-183.3896484375,-236.60546875
8.9375,-66.87890625,-183.478515625,-237.0888671875
9.046875,-66.7880859375,-184.1455078125,-236.669921875
9.15625,-66.923828125,-183.3486328125,-237.3095703125
9.265625,-67.015625,-183.3359375,-235.7744140625
9.37451171875,-67.189453125,-183.55078125,-237.1455078125
9.48388671875,-66.708984375,-184.181640625,-237.1416015625
9.59326171875,-67.4541015625,-183.7265625,-236.599609375
9.70263671875,-66.8466796875,-183.34765625,-236.6904296875
9.8115234375,-66.95703125,-184.6767578125,-236.2265625
9.9208984375,-68.109375,-184.935546875,-237.6083984375
10.0302734375,-69.1572265625,-181.7900390625,-238.5029296875
10.1396484375,-67.18359375,-181.5576171875,-236.3759765625
10.24853515625,-66.9208984375,-183.1298828125,-236.447265625
10.35791015625,-67.39453125,-183.3427734375,-236.7158203125
10.46728515625,-67.1064453125,-183.8798828125,-237.7109375
10.57666015625,-67.216796875,-183.5986328125,-237.0478515625
10.68603515625,-67.3681640625,-183.32421875,-236.9228515625
10.794921875,-67.1220703125,-183.2548828125,-236.45703125
10.904296875,-67.021484375,-183.8076171875,-236.9765625
11.013671875,-67.185546875,-183.68359375,-236.8212890625
11.123046875,-67.4169921875,-184.0078125,-237.27734375
11.23193359375,-67.4013671875,-182.9609375,-237.4111328125
11.34130859375,-67.1923828125,-183.3125,-236.390625
11.45068359375,-67.39453125,-183.697265625,-237.2490234375
11.56005859375,-66.9619140625,-183.62890625,-236.7626953125
11.6689453125,-66.677734375,-183.3779296875,-237.2744140625
11.7783203125,-66.6484375,-183.56640625,-236.818359375
11.8876953125,-66.810546875,-184.251953125,-236.810546875
11.9970703125,-66.265625,-184.3115234375,-237.369140625
12.10595703125,-66.0654296875,-185.1083984375,-238.3203125
12.21533203125,-66.9716796875,-184.5546875,-237.857421875
12.32470703125,-66.8349609375,-184.10546875,-237.2431640625
12.43408203125,-67.01171875,-184.0,-236.2939453125
12.54345703125,-67.1123046875,-183.798828125,-237.1552734375
12.65234375,-67.6484375,-184.037109375,-237.0400390625
12.76171875,-67.2041015625,-183.0947265625,-237.4365234375
12.87109375,-67.1640625,-183.7646484375,-237.044921875
12.98046875,-66.76171875,-184.1533203125,-237.1650390625
13.08935546875,-67.1123046875,-184.0185546875,-236.861328125
13.19873046875,-66.8955078125,-183.9931640625,-236.9052734375
13.30810546875,-66.9375,-183.7392578125,-237.537109375
13.41748046875,-66.7822265625,-184.1591796875,-236.2744140625
13.5263671875,-67.255859375,-183.1220703125,-237.2236328125
13.6357421875,-66.62109375,-184.064453125,-236.802734375
13.7451171875,-66.798828125,-183.375,-236.04296875
13.8544921875,-66.5126953125,-183.26953125,-235.91015625
13.96337890625,-66.7685546875,-183.5546875,-236.1572265625
14.07275390625,-66.798828125,-183.2763671875,-236.4150390625
14.18212890625,-66.5966796875,-184.458984375,-235.5947265625
14.29150390625,-66.767578125,-183.396484375,-236.349609375
14.400390625,-66.630859375,-183.7060546875,-236.646484375
14.509765625,-67.28515625,-183.3017578125,-236.0771484375
14.619140625,-66.5546875,-183.7587890625,-236.076171875
14.728515625,-67.4765625,-183.7158203125,-235.9794921875
14.83740234375,-67.0537109375,-183.6962890625,-236.09765625
14.94677734375,-66.89453125,-183.41796875,-235.9140625
15.05615234375,-67.1474609375,-183.28125,-235.6376953125
15.16552734375,-67.1796875,-183.3125,-236.7041015625
15.2744140625,-67.1474609375,-184.513671875,-236.7001953125
15.3837890625,-66.7919921875,-184.1591796875,-236.9853515625
15.4931640625,-66.544921875,-183.7158203125,-236.5458984375
15.6025390625,-66.9951171875,-183.716796875,-235.119140625
15.71142578125,-66.8056640625,-183.63671875,-235.7119140625
15.82080078125,-66.458984375,-184.390625,-235.72265625
15.93017578125,-66.82421875,-183.5751953125,-235.7724609375
16.03955078125,-66.44921875,-183.2431640625,-235.869140625
16.1484375,-66.904296875,-182.9765625,-235.435546875
16.2578125,-66.2607421875,-183.564453125,-236.109375
16.3671875,-67.197265625,-183.4638671875,-236.16015625
16.4765625,-67.08984375,-183.27734375,-236.1396484375
16.58544921875,-66.845703125,-183.1044921875,-236.1103515625
16.69482421875,-66.6357421875,-183.21484375,-235.4296875
16.80419921875,-66.970703125,-183.14453125,-236.3232421875
16.91357421875,-67.251953125,-183.171875,-235.951171875
17.0224609375,-66.0927734375,-183.455078125,-235.3447265625
17.1318359375,-66.5791015625,-181.626953125,-235.359375
17.2412109375,-66.7001953125,-182.478515625,-234.8251953125
17.35009765625,-67.0556640625,-181.9658203125,-234.982421875
17.45947265625,-66.90625,-183.08203125,-235.318359375
17.56884765625,-67.3896484375,-182.6220703125,-235.25
17.67822265625,-67.009765625,-182.45703125,-235.3017578125
17.787109375,-67.0224609375,-182.17578125,-235.01953125
17.896484375,-66.6669921875,-182.107421875,-234.978515625
18.005859375,-66.8828125,-182.603515625,-235.0263671875
18.115234375,-66.4931640625,-182.478515625,-235.115234375
18.22412109375,-66.5986328125,-182.25,-236.14453125
18.33349609375,-66.8583984375,-181.6796875,-235.7578125
18.44287109375,-66.8603515625,-182.0673828125,-235.419921875
18.55224609375,-67.0888671875,-181.7509765625,-235.646484375
18.6611328125,-66.73046875,-182.484375,-235.998046875
18.7705078125,-66.9365234375,-182.33984375,-235.2119140625
18.8798828125,-66.6201171875,-182.5068359375,-235.5830078125
18.9892578125,-67.4306640625,-181.9873046875,-235.4658203125
19.09814453125,-66.814453125,-182.43359375,-235.787109375
19.20751953125,-67.6953125,-182.6240234375,-235.9521484375
19.31689453125,-67.15234375,-182.142578125,-234.8583984375
19.42626953125,-67.318359375,-181.9443359375,-235.751953125
19.53515625,-66.8994140625,-182.3232421875,-235.03515625
19.64453125,-66.83203125,-181.779296875,-235.3935546875
19.75390625,-67.12890625,-181.9208984375,-235.1484375
19.86328125,-67.0400390625,-182.5546875,-235.2548828125
19.97216796875,-66.802734375,-182.1201171875,-235.541015625
20.08154296875,-67.1552734375,-181.9169921875,-235.0380859375
20.19091796875,-67.2392578125,-181.6376953125,-234.7998046875
20.30029296875,-66.5546875,-182.4443359375,-234.0673828125
20.4091796875,-67.060546875,-181.8251953125,-234.28125
20.5185546875,-66.7744140625,-181.873046875,-234.708984375
20.6279296875,-66.9755859375,-181.9970703125,-235.0634765625
20.7373046875,-66.9404296875,-181.9111328125,-234.5888671875
20.84619140625,-66.30078125,-182.1806640625,-235.3828125
20.95556640625,-67.6767578125,-181.0126953125,-234.9365234375
21.06494140625,-66.9013671875,-181.3623046875,-235.251953125
21.17431640625,-66.9755859375,-181.029296875,-235.0078125
21.283203125,-66.8076171875,-181.298828125,-234.95703125
21.392578125,-67.3955078125,-181.1611328125,-235.091796875
21.501953125,-67.509765625,-180.8447265625,-234.99609375
21.611328125,-67.8466796875,-180.2998046875,-235.50390625
21.72021484375,-67.5087890625,-180.39453125,-235.1708984375
21.82958984375,-67.0361328125,-181.07421875,-235.232421875
21.93896484375,-66.8974609375,-179.9453125,-235.5908203125
22.04833984375,-67.8056640625,-180.3154296875,-236.220703125
22.1572265625,-68.1416015625,-180.4130859375,-236.3271484375
22.2666015625,-67.4990234375,-180.7158203125,-235.74609375
22.3759765625,-68.4208984375,-180.05078125,-236.7119140625
22.4853515625,-68.2236328125,-180.724609375,-236.859375
22.59423828125,-68.1865234375,-180.732421875,-237.3544921875
22.70361328125,-68.138671875,-180.5673828125,-236.673828125
22.81298828125,-68.3525390625,-180.77734375,-237.5361328125
22.92236328125,-68.255859375,-180.7822265625,-236.810546875
23.03125,-68.6123046875,-180.9130859375,-236.380859375
23.140625,-68.3203125,-180.6962890625,-236.603515625
23.25,-68.216796875,-180.8017578125,-237.0537109375
23.359375,-69.162109375,-180.5185546875,-236.884765625
23.46826171875,-68.3701171875,-181.5966796875,-236.9560546875
23.57763671875,-68.2275390625,-180.5625,-237.5048828125
23.68701171875,-67.421875,-180.8359375,-236.8740234375
23.79638671875,-67.9150390625,-180.498046875,-237.7880859375
23.9052734375,-67.814453125,-180.173828125,-236.9462890625
24.0146484375,-67.9140625,-180.7470703125,-237.7900390625
24.1240234375,-68.2734375,-180.4638671875,-237.28515625
24.2333984375,-67.5966796875,-180.87109375,-237.3232421875
24.34228515625,-67.9951171875,-180.47265625,-237.0556640625
24.45166015625,-68.10546875,-180.8359375,-237.146484375
24.56103515625,-67.4375,-180.771484375,-237.1328125
24.67041015625,-67.48828125,-181.6572265625,-237.505859375
24.779296875,-68.224609375,-180.458984375,-236.4833984375
24.888671875,-67.5927734375,-181.013671875,-236.86328125
24.998046875,-68.7841796875,-180.693359375,-237.8203125
25.107421875,-67.546875,-180.7197265625,-237.1787109375
25.21630859375,-67.3603515625,-181.103515625,-236.8955078125
25.32568359375,-67.529296875,-180.4619140625,-236.974609375
25.43505859375,-67.81640625,-180.7744140625,-236.7333984375
25.54443359375,-67.439453125,-180.3466796875,-236.7138671875
25.6533203125,-67.115234375,-180.654296875,-238.078125
25.7626953125,-67.525390625,-180.8408203125,-236.9716796875
25.8720703125,-66.9501953125,-180.3212890625,-237.419921875
25.9814453125,-66.474609375,-180.568359375,-237.2763671875
26.09033203125,-66.763671875,-180.4990234375,-236.8525390625
26.19970703125,-66.6142578125,-180.3828125,-237.2080078125
26.30908203125,-66.5302734375,-180.802734375,-237.23046875
26.41845703125,-67.189453125,-180.8369140625,-237.1123046875
26.52734375,-66.7802734375,-180.9892578125,-237.5439453125
26.63671875,-66.43359375,-180.4580078125,-237.5234375
26.74609375,-65.8994140625,-181.0107421875,-237.283203125
26.85546875,-66.296875,-181.0205078125,-236.580078125
26.96435546875,-66.8291015625,-180.82421875,-236.0205078125
27.07373046875,-66.43359375,-180.6884765625,-236.6611328125
27.18310546875,-66.8134765625,-180.8505859375,-236.291015625
27.29248046875,-65.62109375,-180.876953125,-237.009765625
27.4013671875,-65.69140625,-180.7275390625,-236.955078125
27.5107421875,-66.6728515625,-181.4697265625,-235.9921875
27.6201171875,-65.9599609375,-181.267578125,-236.140625
27.7294921875,-66.0537109375,-181.740234375,-236.740234375
27.83837890625,-65.7548828125,-180.578125,-235.126953125
27.94775390625,-65.4111328125,-181.541015625,-235.2529296875
28.05712890625,-65.8310546875,-181.1474609375,-235.9599609375
28.16650390625,-65.3681640625,-181.84375,-236.154296875
28.275390625,-65.1865234375,-181.662109375,-236.0830078125
28.384765625,-65.76953125,-181.6728515625,-235.529296875
28.494140625,-66.5712890625,-181.701171875,-235.833984375
28.603515625,-67.3017578125,-181.9697265625,-235.291015625
28.71240234375,-66.9658203125,-182.2158203125,-235.3515625
28.82177734375,-66.9130859375,-182.466796875,-235.302734375
28.93115234375,-67.62109375,-182.916015625,-235.57421875
29.0400390625,-67.03515625,-182.126953125,-235.5419921875
29.1494140625,-66.9072265625,-182.3447265625,-235.07421875
29.2587890625,-67.337890625,-182.3203125,-235.146484375
29.3681640625,-67.4609375,-182.7119140625,-235.6328125
29.47705078125,-67.2099609375,-182.47265625,-235.697265625
29.58642578125,-66.6298828125,-182.859375,-235.6123046875
29.69580078125,-67.38671875,-182.4736328125,-235.6005859375
29.8046875,-67.1591796875,-182.9580078125,-235.4892578125
29.9140625,-67.771484375,-182.712890625,-235.828125
30.0234375,-67.11328125,-182.8759765625,-235.234375
30.1328125,-67.4560546875,-182.3466796875,-235.177734375
30.24169921875,-67.1064453125,-182.7451171875,-234.8427734375
30.35107421875,-67.810546875,-182.8193359375,-236.0869140625
30.46044921875,-66.984375,-183.0224609375,-235.275390625
30.5693359375,-66.7705078125,-182.591796875,-235.6162109375
30.6787109375,-66.5458984375,-182.509765625,-235.9853515625
30.7880859375,-66.337890625,-182.8203125,-235.908203125
30.8974609375,-66.7333984375,-182.8701171875,-235.87109375
31.00634765625,-66.47265625,-182.3154296875,-235.7587890625
31.11572265625,-66.4443359375,-182.626953125,-235.71875
31.22509765625,-66.2392578125,-182.8876953125,-235.7724609375
31.333984375,-66.4833984375,-182.296875,-235.7109375
31.443359375,-66.7529296875,-182.5390625,-236.0009765625
31.552734375,-66.8212890625,-182.298828125,-235.466796875
31.662109375,-66.48046875,-182.68359375,-235.6630859375
31.77099609375,-67.0595703125,-182.4443359375,-235.748046875
31.88037109375,-66.89453125,-182.7724609375,-236.4619140625
31.98974609375,-66.21484375,-181.85546875,-235.681640625
32.0986328125,-66.05078125,-182.498046875,-236.166015625
32.2080078125,-65.359375,-181.6884765625,-235.65625
32.3173828125,-65.46484375,-182.142578125,-235.791015625
32.4267578125,-64.173828125,-181.9228515625,-235.90234375
32.53564453125,-63.7509765625,-182.6015625,-236.0390625
32.64501953125,-63.5908203125,-182.005859375,-236.4091796875
32.75439453125,-62.341796875,-182.8603515625,-236.2421875
32.86328125,-62.4384765625,-182.6865234375,-236.8251953125
32.97265625,-62.310546875,-183.037109375,-235.5029296875
33.08203125,-63.748046875,-183.091796875,-235.7685546875
33.19091796875,-63.7998046875,-183.8310546875,-236.01171875
33.30029296875,-62.873046875,-183.9169921875,-235.0732421875
33.40966796875,-62.2587890625,-183.578125,-234.9150390625
33.51904296875,-61.9677734375,-183.4931640625,-235.0947265625
33.6279296875,-61.1328125,-184.1337890625,-234.431640625
33.7373046875,-60.8720703125,-184.607421875,-233.966796875
33.8466796875,-61.2333984375,-184.822265625,-233.7216796875
33.95556640625,-62.310546875,-185.5615234375,-233.1552734375
34.06494140625,-60.4814453125,-185.0732421875,-231.974609375
34.17431640625,-60.1171875,-185.6533203125,-231.890625
34.28369140625,-59.0322265625,-186.8271484375,-231.0625
34.392578125,-58.5166015625,-188.0458984375,-231.4443359375
34.501953125,-57.5263671875,-188.7236328125,-230.4912109375
34.611328125,-57.908203125,-189.4130859375,-230.71484375
34.72021484375,-57.50390625,-190.404296875,-230.4521484375
34.82958984375,-59.369140625,-191.701171875,-229.5888671875
34.93896484375,-59.271484375,-192.48828125,-229.2509765625
35.04833984375,-60.3876953125,-193.875,-229.1845703125
35.1572265625,-59.1123046875,-195.021484375,-227.517578125
35.2666015625,-59.6259765625,-196.583984375,-226.7412109375
35.3759765625,-59.087890625,-196.95703125,-226.73828125
35.48486328125,-59.376953125,-198.6396484375,-227.3427734375
35.59423828125,-59.3662109375,-199.3046875,-226.240234375
35.70361328125,-60.359375,-200.33984375,-227.251953125
35.8125,-60.0185546875,-201.0615234375,-226.703125
35.921875,-60.630859375,-202.08203125,-227.224609375
36.03125,-61.6953125,-203.140625,-226.0556640625
36.140625,-61.3671875,-203.75,-227.140625
36.24951171875,-61.443359375,-204.291015625,-227.306640625
36.35888671875,-62.3173828125,-204.8349609375,-227.697265625
36.46826171875,-62.4833984375,-205.6640625,-227.84765625
36.5771484375,-62.431640625,-205.259765625,-228.0146484375
36.6865234375,-62.787109375,-205.341796875,-228.0439453125
36.7958984375,-62.1904296875,-205.3154296875,-228.0234375
36.9052734375,-62.779296875,-204.8779296875,-227.0712890625
37.01416015625,-62.2373046875,-205.796875,-227.3369140625
37.12353515625,-61.6708984375,-204.79296875,-226.966796875
37.23291015625,-61.57421875,-205.3154296875,-227.6669921875
37.341796875,-61.7421875,-204.625,-226.908203125
37.451171875,-62.302734375,-206.0693359375,-227.98046875
37.560546875,-62.51953125,-205.564453125,-226.9541015625
37.669921875,-62.28125,-205.2939453125,-228.373046875
37.77880859375,-61.7470703125,-205.033203125,-226.9638671875
37.88818359375,-61.8740234375,-205.7119140625,-227.6162109375
37.99755859375,-61.8212890625,-205.296875,-227.08203125
38.1064453125,-62.173828125,-205.271484375,-228.0986328125
38.2158203125,-61.7626953125,-204.8681640625,-227.869140625
38.3251953125,-61.322265625,-205.4482421875,-227.302734375
38.43408203125,-61.07421875,-205.0029296875,-227.0458984375
38.54345703125,-61.8056640625,-205.4375,-227.4462890625
38.65283203125,-61.5576171875,-204.6181640625,-226.8134765625
38.76171875,-61.357421875,-205.4912109375,-228.0693359375
38.87109375,-62.052734375,-204.9375,-227.3359375
38.98046875,-61.08203125,-205.708984375,-226.943359375
39.08984375,-61.9716796875,-204.763671875,-227.98828125
39.19873046875,-62.07421875,-204.8994140625,-227.5654296875
39.30810546875,-62.208984375,-204.6845703125,-228.634765625
39.41748046875,-62.291015625,-204.9921875,-227.310546875
39.5263671875,-62.26953125,-204.6552734375,-227.375
39.6357421875,-62.2578125,-204.7841796875,-226.5390625
39.7451171875,-61.83203125,-204.337890625,-226.78515625
39.85400390625,-60.6298828125,-204.59375,-226.9140625
39.96337890625,-60.767578125,-203.1259765625,-227.54296875
40.07275390625,-60.8623046875,-203.6904296875,-227.3984375
40.181640625,-60.7216796875,-203.291015625,-228.5048828125
40.291015625,-60.953125,-203.40625,-228.0732421875
40.400390625,-60.802734375,-203.3525390625,-228.4931640625
40.509765625,-60.62890625,-203.2568359375,-227.8876953125
40.61865234375,-61.1455078125,-202.150390625,-227.4580078125
40.72802734375,-61.091796875,-202.666015625,-227.46875
40.83740234375,-61.5419921875,-202.400390625,-228.1064453125
40.9462890625,-61.6162109375,-202.0048828125,-227.8330078125
41.0556640625,-61.5712890625,-202.44140625,-228.3271484375
41.1650390625,-61.6650390625,-202.73828125,-227.75390625
41.27392578125,-62.5947265625,-202.5654296875,-227.3271484375
41.38330078125,-61.4833984375,-203.244140625,-226.775390625
41.49267578125,-61.7197265625,-203.5,-226.5751953125
41.6015625,-61.4580078125,-202.9609375,-226.494140625
41.7109375,-61.623046875,-202.728515625,-227.0107421875
41.8203125,-61.66015625,-203.3291015625,-226.4150390625
41.92919921875,-61.736328125,-202.9775390625,-226.98828125
42.03857421875,-61.955078125,-203.2890625,-226.544921875
42.14794921875,-62.9755859375,-203.75,-227.3056640625
42.2568359375,-62.958984375,-203.8193359375,-226.9052734375
42.3662109375,-63.564453125,-204.1708984375,-226.830078125
42.4755859375,-63.0986328125,-203.546875,-226.09765625
42.58447265625,-62.111328125,-203.837890625,-226.8525390625
42.69384765625,-63.0146484375,-204.23046875,-227.2626953125
42.80322265625,-63.154296875,-205.1337890625,-227.60546875
42.912109375,-63.1552734375,-204.767578125,-227.2568359375
43.021484375,-62.69140625,-204.6396484375,-226.91796875
43.130859375,-62.5927734375,-205.3603515625,-226.8623046875
43.23974609375,-62.7900390625,-204.857421875,-226.9072265625
43.34912109375,-63.076171875,-204.97265625,-227.4267578125
43.45849609375,-63.0361328125,-204.1435546875,-227.0283203125
43.5673828125,-62.58203125,-204.6875,-227.5166015625
43.6767578125,-62.3193359375,-204.759765625,-227.021484375
43.7861328125,-62.1416015625,-205.287109375,-227.287109375
43.89501953125,-62.6630859375,-204.8564453125,-226.892578125
44.00439453125,-62.494140625,-205.1025390625,-226.7978515625
44.11376953125,-61.99609375,-205.1484375,-227.248046875
44.22265625,-61.4853515625,-205.216796875,-227.5517578125
44.33203125,-61.31640625,-204.6533203125,-227.3857421875
44.44140625,-61.787109375,-204.1611328125,-226.7705078125
44.55029296875,-62.3837890625,-204.4296875,-226.888671875
44.65966796875,-62.6279296875,-205.017578125,-226.9248046875
44.76904296875,-62.4482421875,-204.9384765625,-227.3623046875
44.8779296875,-62.55078125,-204.7880859375,-226.9833984375
44.9873046875,-62.0478515625,-204.3291015625,-226.5439453125
45.0966796875,-62.1845703125,-204.953125,-226.814453125
45.20556640625,-62.7001953125,-204.466796875,-227.1640625
45.31494140625,-61.458984375,-205.08984375,-227.4296875
45.42431640625,-61.6103515625,-204.1904296875,-227.943359375
45.53369140625,-60.9228515625,-203.978515625,-227.3271484375
45.642578125,-60.9150390625,-204.3720703125,-227.828125
45.751953125,-61.0341796875,-204.7646484375,-227.298828125
45.861328125,-61.0927734375,-204.4765625,-227.994140625
45.97021484375,-61.7841796875,-204.669921875,-228.0087890625
46.07958984375,-62.1220703125,-204.2431640625,-227.001953125
46.18896484375,-62.4228515625,-204.2021484375,-227.4384765625
46.2978515625,-62.0576171875,-205.1103515625,-227.5224609375
46.4072265625,-62.16015625,-204.6513671875,-227.427734375
46.5166015625,-62.0927734375,-205.0078125,-227.4560546875
